Fecha,Small Grant or particularly relevant,Checked,Publicar en boletin,Publicar en DB Publica,Estatus,Days left,Nombre,Tipo,Gran area 1,Gran area 2,area 3,area 4,area 5,area 6,area 7,Link,Descripcion,nota,Restricciones para aplicar / Elegibilidad,Based on,Entidad otorgante,Scope geografico,Scope econo-politico,Scope temático,Destinatarios1,Destinatarios2,Destinatarios3,Destinatarios4,Duracion de los proyectos/ Periodo de financiación,Moneda original,Monto en moneda original,monto minimo (aprox en U$S),monto maximo (aprox en U$S),monto tipico/promedio otorgado (U$S),periodicidad,dead 1,dead 2,dead 3,dead 4,Fecha próximo deadline,Fecha Decision/Publicación de resultados,Aplicar mas de una vez,Aim,N
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Convocatoria de propuestas para la segunda ronda del programa de desafío de $ 10 millones para la innovación en la adaptación,Programs and projects,Environmental sciences,,,,,,,https://www.thegef.org/documents/call-proposals-challenge-program-adaptation-innovation-second-round,"Potencial para abordar los peligros climáticos y sus impactos;
Potencial para abordar las barreras clave, incluida la reducción del riesgo para motivar la inversión del sector privado en la adaptación y la resiliencia al cambio climático;
Grado de innovación, incluido el potencial para contribuir a la recuperación de la pandemia de COVID-19; y
Potencial para catalizar la inversión del sector privado en la adaptación al cambio climático a escala.",,,,,,,,,,,,,usd,,,2000000,,,21-Aug,,,,#NAME?,,,,FALSE
08-01-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Dierenpark Amersfoort Wildlife Fund,Programs and projects,Environmental sciences,,,,,,,https://wildlifefund.nl/en/submit-project/,apoyar proyectos de conservación de la naturaleza y preservación de especies en todo el mundo.,,,,,,,,,,,,,,,,,,,31-Aug-22,,,,#NAME?,,,,FALSE
08-01-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Patagonia announces Environmental Grants Program,Programs and projects,Environmental sciences,,,,,,,https://patagonia-ar.com/pages/lineamientos-para-organizaciones,La Patagonia se complace en anunciar el Programa de Becas Ambientales.,,,,,,,,,,,,,USD,,1000,10,,,31-Aug-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Patagonia — Environmental Grants,Programs and projects,Environmental sciences,,,,,,,https://patagonia-ar.com/pages/lineamientos-para-organizaciones,"apoya a pequeños grupos activistas con agendas provocativas y orientadas a la acción, con campañas versátiles para proteger y preservar el medio ambiente.",,,,,,,,,,,,,USD,,8000,10000,,,31-Aug,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Heinrich Böll Foundation — University Studies in Germany 2022,Fellowships scholarships or trainings,Environmental sciences,Agricultural and Biological Sciences,,,,,,https://www.boell.de/en/foundation/application,"clima y la energía, la gobernanza de los recursos y la ecología y el desarrollo verde ",,,,,,,,,,,,,,,,,,,01-Sep-22,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Global Environmental Education Partnership — Youth Innovation Challenge 2022,Prizes and Awards,Environmental sciences,,,,,,,https://thegeep.org/youth-innovation-challenge,"proponer soluciones innovadoras a un problema ambiental apremiante que afecta a nuestros ecosistemas marinos, utilizando la educación ambiental como estrategia clave. Todas las soluciones propuestas deben demostrar cómo la educación ambiental puede ayudar a abordar problemas ambientales complejos y crear un cambio duradero para un futuro sostenible.",,,,,,,,,,,,,USD,1000,,,,,01-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Allianz — Climate Risk Research Award,Prizes and Awards,Environmental sciences,,,,,,,https://www.allianz.com/en/sustainability/sustainability-at-allianz/climate-change/climate-risk-research-award.html,etapa final de su investigación e investigadores posdoctorales cuya investigación se enfoca en reducir el riesgo de eventos climáticos extremos intensificados por el cambio climático; o fomentando la resiliencia mediante la aplicación de soluciones tecnológicas están invitados a aplicar.,,,,,,,,,,,,,EUROS,7000,,,,,15-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Agropolis Fondation — International Mobility,Research Stays,Environmental sciences,Sustainable Development,,,,,,https://www.worldbank.org/en/about/careers/programs-and-internships/young-professionals-program#1,"El programa de intercambio está diseñado para generar propuestas que aborden la agricultura y el cambio climático, el uso sostenible de la biodiversidad en un contexto agrícola y la producción y el consumo responsables.",,,,,,,,,,,,,EUROS,30000,,,,,15-Sep-22,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Se abren las nominaciones para el premio Tyler al logro medioambiental 2021,Prizes and Awards,Environmental sciences,,,,,,,https://tylerprize.org/nominate/nomination-procedure/,"El premio se otorga por logros en ciencias ambientales, políticas, energía y salud que confieren un gran beneficio a la humanidad. ",,,,,,,,,,,,,USD,,USD,200,,,22-Sep,,,,#NAME?,,,,FALSE
4/13/2021,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Anuncio amplio de la agencia para paisajes sostenibles,Programs and projects,Environmental sciences,Sustainable Development,,,,,,https://www.grants.gov/web/grants/view-opportunity.html?oppId=329220,"co-crear, co-diseñar, co-invertir y colaborar en la investigación, desarrollo, pilotaje y escalado de intervenciones innovadoras para reducir las emisiones de gases de efecto invernadero (GEI) terrestres y aumentar secuestro de carbono a largo plazo a gran escala.","proponer enfoques novedosos o creativos para lograr estos objetivos. y al mismo tiempo promover el crecimiento económico inclusivo, conservar la biodiversidad y gestionar de manera sostenible los recursos naturales, promover los valores democráticos, promover la transparencia y el estado de derecho, y contribuir a una mayor prosperidad y bienestar.",,,La Agencia de los Estados Unidos para el Desarrollo Internacional ( USAID ),,,,"organizaciones , empresas, fundaciones, empresas comunitarias y otras entidades públicas y privadas, instituciones académicas y de investigación, agencias gubernamentales de países socios e inversores",,,,,,,,,,,24-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,World Bank — Young Professionals Program 2022,Prizes and Awards,Environmental sciences,Sustainable Development,,,,,,https://www.worldbank.org/en/about/careers/programs-and-internships/young-professionals-program#1,"El programa está diseñado para personas capacitadas en áreas como agricultura, recursos naturales y muchas otras. Los solicitantes deben tener un doctorado o maestría y experiencia laboral relevante; ser fluido en inglés; y cumplir con otros criterios relevantes para la experiencia, las habilidades y la edad. Cada año, alrededor de 40 solicitantes son aceptados en el programa.",,,,,,,,,,,,,,,,,,,30-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Curt Bergfors Foundation — Food Planet Prize,Prizes and Awards,Environmental sciences,,,,,,,https://foodplanetprize.org/prize/,busca ideas que puedan resolver el dilema de alimentar a una población en crecimiento en un planeta que se calienta.,,,,,,,,,,,,,,,,,,,30-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Adaptation Fund — Climate Innovation Accelerator,Programs and projects,Environmental sciences,,,,,,,https://www.ctc-n.org/adaptation-fund-climate-innovation-accelerator-afcia-unep-ctcn,apoyar la innovación para una adaptación efectiva a largo plazo al cambio climático.,,,,,,,,,,,,,USD,250000,,,,,30-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Conservation Leadership Programme announces Future Conservationist Award 2023,Prizes and Awards,Environmental sciences,,,,,,,https://www.conservationleadershipprogramme.org/grants/grant-overview/future-conservationist-award/,equipos de conservacionistas en las primeras etapas de su carrera que trabajan en proyectos de alta prioridad en países elegibles de todo el mundo.,,,,,,,,,,,,,USD,,10000,100,,,10-oct-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Natural Resources Defense Council — Climate Storytelling Fellowship,Fellowships scholarships or trainings,Environmental sciences,Environmental sciences,,,,,,https://blcklst.com/partnerships/opportunities/118,tres escritores para que apoyen la revisión de un guión o programa piloto que aborde el cambio climático de manera significativa.,,,,,,,,,,,,,,,,,,,23-oct-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Submit EOIs for Thirteenth Session of the World Urban Forum in 2026,Travel and Conferences,Environmental sciences,,,,,,,https://unhabitat.org/calls/hosting-of-the-thirteenth-session-of-the-world-urban-forum-wuf13-in-2026,enviar su Expresión de interés (EOI) para la decimotercera sesión del Foro Urbano Mundial (WUF13) en 2026.,,,,,,,,,,,,,USD,1000000,,,,,15-nov-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,"Conservation, Food and Health Foundation Grant Program",Programs and projects,Environmental sciences,Agricultural and Biological Sciences,Medicine and Health Sciences,,,,,http://cfhfoundation.grantsmanagement08.com/,"Conservación, la Alimentación y la Salud está buscando solicitudes para su programa de subvenciones para proteger los recursos naturales, mejorar la producción y distribución de alimentos y promover la salud pública en Asia, África, América Latina y Oriente Medio.",,,,,,,,,,,,,USD,,10000,100,,,01-Jan-23,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,EUTOPIA European University — Science and Innovation Fellowships Program,Prizes and Awards,Environmental sciences,,,,,,,https://eutopia.smapply.io/prog/eutopia_sif_-_science_and_innovation_fellowship_programme_-_call_2/,"proyectos de investigación en una de las cinco áreas clave de investigación, incluida la sostenibilidad (energía, economía circular, movilidad, planificación urbana, patrimonio material, gestión del agua).",,,,,,,,,,,,,,,,,,,10-Jan-20,,,,#NAME?,,,,FALSE
03-04-21,TRUE,TRUE,publicar,publicar,Abierto,Abierto,The GEF Small Grants Programme,Programs and projects,Environmental sciences,Agricultural and Biological Sciences,Biodiversity,Climate Change Mitigation and Adaptation,Land Degradation and Sustainable Forest Management,International Waters and Chemicals,,https://sgp.undp.org/index.php?option=com_content&view=article&id=94&Itemid=160,"Established in 1992, the year of the Rio Earth Summit, the GEF Small Grants Programme embodies the very essence of sustainable development by ""thinking globally acting locally"". By providing financial and technical support to projects that conserve and restore the environment while enhancing people's well-being and livelihoods, SGP demonstrates that community action can maintain the fine balance between human needs and environmental imperatives.

SGP grants are made directly to community-based organizations (CBOs) and non-governmental organizations (NGOs) in recognition of the key role they play as a resource and constituency for environment and development concerns. The maximum grant amount per project is US$50,000, but averages around US$25,000. In this way, SGP complements the large and medium-sized GEF project funding by providing a window for the direct participation of NGOs, local communities, and other grassroots organizations.","Para inscribirse las organizaciones que nominen a las participantes deberán contactar al coordinador nacional de SGP para recibir la solicitud del proyecto con las pautas y los formularios. Luego deberá escribir y entregar un documento breve conceptual del proyecto al coordinador para el juicio de elegibilidad; preparar y entregar una propuesta del proyecto después de que el proyecto sea aceptado por el coordinador y finalmente el coordinador entrega la propuesta completa del proyecto al NSC para tomar la decisión final sobre el proyecto y sobre la recepción del fondo. Para consultas sobre la postulación escribir al coordinador nacional de Argentina, señor Francisco López Sastre, FranciscoLS@unops.org.","local communities including indigenous people, community-based organizations and other non-governmental groups",,,,,"Biodiversity, Climate Change Mitigation and Adaptation, Land Degradation and Sustainable Forest Management, International Waters and Chemicals",,,,,,,,,50,25000,year-round,Deadline needs updating,,,,#NAME?,,,"SGP grants are made directly to community-based organizations (CBOs) and non-governmental organizations (NGOs) in recognition of the key role they play as a resource and constituency for environment and development concerns. The programme provides grants of up to $50,000 directly to local communities including indigenous people, community-based organizations and other non-governmental groups for projects in Biodiversity, Climate Change Mitigation and Adaptation, Land Degradation and Sustainable Forest Management, International Waters and Chemicals",FALSE
03-04-21,TRUE,TRUE,publicar,publicar,Abierto,Abierto,Arcadia Funds - Environmental Grants,Programs and projects,Environmental sciences,Biodiversity and Wildlife Conservation,Open Access,,,,,https://www.arcadiafund.org.uk/grants/environment/,"Our environmental grants protect threatened biodiversity and landscapes, train conservation professionals, and make research freely available.
We focus on four approaches: on-site conservation, off-site conservation, policy advocacy, and conservation leadership. 
We look for organizations with dynamic, sustainable and well researched programmes that can deliver our objectives of preserving endangered culture and nature and promoting open access.
In addition to grants that promote open access, it is a condition of our grants that all material resulting from our funding must be made available freely to all via the internet. Read more about how we promote open access and our open access and digital preservation policy.","1) Objective: Formerly the Lisbet Rausing Charitable Fund, the Arcadia Fund is a grant-making fund established in 2001 with the aim of using digital technologies to preserve and provide access to historical source materials. The Fund provides grants in the following programmatic areas: (1) cultural heritage (supporting charities and scholarly institutions that preserve cultural heritage, including nearly extinct languages, rare historical archives and museum quality artefacts); and (2) the environment (including the protection of ecosystems and environments threatened with extinction). The Fund also gives grants that promote open access as well as cultural grants to museums, archives and universities to preserve at risk cultural heritage.

2) Eligibility: Non-profit organisation that share the same focus areas with Foundation are eligible to apply.

3) Location: The Fund has no focus countries. Most grant funding in the past has gone into projects in Africa, Latin America and the Middle East.

4) Budget: Average grants sizes vary, depending on the nature of the project (may range between $100,000 and $1,500,000).



","The Fund does not accept unsolicited applications for funding. Instead, they look for organisations with dynamic, sustainable and well researched programs which can deliver the Fund’s objectives of preserving endangered culture and nature and making information freely available. Around 25 new projects are funded every year and most grant funding goes to its ‘cultural heritage’ and ‘open access’ program. Within their environment program, around five new projects receive grant funding every year.",UK,Arcadia Fund,,,,,,,,,,100k to 1 M GBP,,,,year-round,Ongoing,,,,#NAME?,,,,FALSE
03-04-21,TRUE,TRUE,publicar,publicar,Abierto,Abierto,Oceans 5,Programs and projects,Environmental sciences,Fisheries,Marine Protected Areas,Sustainable development,Marine and Ocean Science,Biodiversity and Wildlife Conservation,,https://www.oceans5.org/what-we-fund/,"Oceans 5 supports results-oriented conservation projects throughout the world.

We prefer time-bound efforts involving multiple organizations working toward common policy objectives. Our work focuses on projects to stop overfishing through fisheries management reforms and to establish marine protected areas (MPAs), among the two highest ecological priorities identified by marine scientists. We are inspired by project opportunities that can bring lasting benefits to coastal communities.","Oceans 5 welcomes comments on it projects and its approach. We welcome inquiries and ideas for potential projects. However, we do not accept unsolicited proposals.

If you have a general question or comment, please email it to info@oceans5.org.

If you would like to reach our Executive Director or one of our partners,
please email chuck@oceans5.org.",,,,,,,,,,,,,,,,,year-round,Ongoing,,,,#NAME?,,,,FALSE
